1,Πως αναπαρίσταται ο αριθμός 205 στο δυαδικό σύστημα (χωρίς bit προσήμου);,10010101,11001101,11001100,00110011,2,
1,Ποιο είναι το συμπλήρωμα ως προς δύο του αριθμού -103;,10011001,00011001,01100111,11100111,1,
1,Με 8 bits (με bit προσήμου - χρησιμοποιώντας την αναπαράσταση του συμπληρώματος ως προς δύο) μπορούμε να αναπαραστήσουμε:,"128 αριθμούς, από το 0 έως το 127","256 αριθμούς, από το 0 έως το 255","256 αριθμούς, από το -128 έως το 127","κανένα από τα παραπάνω",3,
1,Ποιο είναι το αποτέλεσμα της πράξης 00101011 + 10101010 (χωρίς bit προσήμου);,11010101,01010101,11010100,00101010,1,
1,Πως ονομάζεται ο μηχανισμός που είναι υπεύθυνος για τη μετατροπή διαδικτυακών ονομάτων σε διευθύνσεις IP;,HTTP,TCP/IP,DNS,Router,3,
1,Ποια είναι τα βασικά συστατικά ενός υπολογιστικού συστήματος;,"ΚΜΕ, κύρια μνήμη, δευτερεύουσα μνήμη, μητρική πλακέτα, είσοδος/εξοδος, τροφοδοτικό","υλικό, λειτουργικό σύστημα, προγράμματα, διαδίκτυο","υλικό, λειτουργικό σύστημα, προγράμματα, χρήστες","λειτουργικό σύστημα, επεξεργαστής κειμένου, web browser (φυλλομετρητής), γλώσσες προγραμματισμού",3,
1,Ποια από τις παρακάτω προτάσεις είναι αληθής:,"αν P=1 και Q=0, τότε: P ∧ (∼ Q) = 0","αν P=1 και Q=1, τότε: P ∧ (∼ Q) = 1","αν P=0 και Q=0, τότε: P ∧ (∼ Q) = 1","αν P=0 και Q=1, τότε: P ∧ (∼ Q) = 0",4,
1,Ποια από τις παρακάτω προτάσεις είναι αληθής;,"αν P=0 και Q=0, τότε: ∼ P ∧ (∼ (Q ∨ Q)) = 0","αν P=0 και Q=1, τότε: ∼ P ∧ (∼ (Q ∨ Q)) = 0","αν P=1 και Q=0, τότε: ∼ P ∧ (∼ (Q ∨ Q)) = 1","αν P=1 και Q=1, τότε: ∼ P ∧ (∼ (Q ∨ Q)) = 1",2,
1,Ποια από τις παρακάτω ΔΕΝ αποτελεί γλώσσα επισημείωσης;,HTML,Java,Wikitext,XML,2,
1,Ποια μορφή μνήμης μπορεί να χρησιμοποιηθεί αν θέλουμε να αποθηκεύουμε μόνιμα ένα σύνολο από φωτογραφίες στον υπολογιστή μας;,μνήμη τυχαίας προσπέλασης (RAM),μνήμη ROM,μνήμη cache,δευτερεύουσα μνήμη (hard drive - SSD),4,
2,"Η εντολή που γράφετε στο παράθυρο ενός τερματικού (terminal) για να εκτελέσετε τον κώδικα του προγράμματος Test.class είναι:",javac Test.class,java Test.java,java Test,java Test.class,3,
2,"To αποτέλεσμα της εκτύπωσης είναι:",y is 2 and x is 4,y is 3 and x is 4,y is 2 and x is 3,y is 3 and x is 3,1,data/images/java_q2.png
2,"Έστω ότι x=20 και y=30, ποια η τιμή του x μετά τον υπολογισμό της έκφρασης: (y > 30) && (x++ > 20);",20,false,true,21,2,
2,"To αποτέλεσμα της εκτύπωσης είναι:",9,10,11,0,2,data/images/java_q4.png
2,"Τι τιμή έχει η μεταβλητή prod στο τέλος του βρόχου;",1,6,12,24,2,data/images/java_q5.png
2,"Τι τιμή έχει η μεταβλητή y όταν ολοκληρωθεί το switch;",-1,0,1,4,2,data/images/java_q6.png
2,"Έστω μία κλάση που ορίζεται ως δίπλα, η οποία αναπαριστά σημεία στο χώρο. Με αυτή τη δήλωση:",δημιουργούμε ένα νέο τύπο δεδομένων,δηλώνουμε αντικείμενα String και Coodinate,δηλώνουμε αντικείμενo Point,δημιουργούμε τοπικές μεταβλητές,1,data/images/java_q7.png
2,"Έστω ο παρακάτω κώδικας, ποιο το αποτέλεσμα που θα εκτυπωθεί;",0,ΝaN,δεν θα γίνει compile ο κώδικας,παρουσιάζεται λάθος εκτέλεσης (runtime error),4,data/images/java_q8.png
2,"Τι τιμή επιστρέφεται όταν καλέσουμε τη yMethod με τιμή 4;",1,2,8,5,4,data/images/java_q9.png
2,"Τι είναι η τοπική μεταβλητή;","μεταβλητές που ορίζονται μέσα σε μεθόδους, κατασκευαστές ή μπλοκ","μεταβλητές που ορίζονται εκτός των μεθόδων, κατασκευαστών ή μπλοκ","μεταβλητές που διαλέγουμε εμείς το όνομά τους","μεταβλητές που χρησιμοποιούνται στη main μέθοδο",1,
3,Τα δομικά στοιχεία ενός αλγορίθμου είναι:,"αναδρομή, επανάληψη, επιλογή","σειρά, επιλογή, επανάληψη","ανάπτυξη, επιλογή, επανάληψη","σειρά, ανάδραση, επανάληψη",2,
3,Ένας αλγόριθμος:,πρέπει να ολοκληρώνεται εφόσον παράξει την έξοδο που επιθυμούμε,πρέπει να ολοκληρώνεται σε πεπερασμένο αριθμό βημάτων,δεν πρέπει να ξεπερνάει τη μνήμη του υπολογιστή,πρέπει να εκτελείται αυτούσιος στον υπολογιστή,2,
3,"Πόσοι δυνατοί τρόποι υπάρχουν να διασχίσουμε ένα πλέγμα 3x3 από την, πάνω αριστερή στην κάτω δεξιά γωνία, αποφεύγοντας τον κόμβο στο κέντρο του;",12,9,3,2,4,
3,Ποια είναι η πολυπλοκότητα της σειριακής αναζήτησης;,O(1),O(n),O(log(n)),O(2n),2,
3,"Στη δυαδική αναζήτηση, αν έχουμε έναν ταξινομημένο πίνακα με 256 στοιχεία, πόσες αναζητήσεις θα χρειαστεί να κάνουμε στη χειρότερη περίπτωση;",8,10,12,14,1,
3,"Αν έχουμε ένα σύνολο δεδομένων με 1024 στοιχεία, τα οποία δεν είναι ταξινομημένα, για να εντοπίσουμε κάποιο ανάμεσά τους:",θα χρησιμοποιήσουμε δυαδική αναζήτηση γιατί το 1024 είναι δύναμη του 2,θα χρησιμοποιήσουμε την ακολουθία Fibonacci γιατί το 1024 βρίσκεται μεταξύ του 16ου αριθμού Fibonacci (987) και του 17ου αριθμού Fibonacci (1597),θα χρησιμοποιήσουμε σειριακή αναζήτηση,θα χρησιμοποιήσουμε την αναζήτηση φυσαλλίδας,3,
3,"Αν ξέρετε ότι τρεις αριθμοί είναι στη σειρά στην ακολουθία Fiboannaci, και οι δύο από αυτούς είναι ο 2584 και ο 6765, ποιος είναι τρίτος;",4181,10946,1597,5473,1,
3,Ποια πολυπλοκότητα είναι χειρότερη;,O(n!),O(2ⁿ),O(nʸ) όπου y σταθερός,O(√(n!)),1,
3,Η πρόσθεση δύο αριθμών n ψηφίων έχει πολυπλοκότητα:,O(n²),O(1),O(logn),O(n),4,
3,Στο Turing test:,σκοπός είναι ένας άνθρωπος να απαντά σε ερωτήματα γρηγορότερα από έναν υπολογιστή,σκοπός είναι ένας υπολογιστής να απαντά σε ερωτήματα γρηγορότερα από έναν άνθρωπο,ένας άνθρωπος να μην μπορεί να ξεχωρίσει αν ένας συνομιλητής του είναι άνθρωπος ή υπολογιστής,ένας υπολογιστής να μπορεί να κατανοήσει τη φυσική γλώσσα όπως την εκφέρει ένας άνθρωπος,3,
3,Στην επιβλεπόμενη μηχανική φάση διακρίνουμε δύο φάσεις:,εκπαίδευση και εκτέλεση,εκπαίδευση και εφαρμογή,εκπαίδευση και έλεγχος,εκπαίδευση και προσαρμογή,3,
3,Ένας τεχνητός νευρώνας υπολογίζει:,τα γινόμενα των εισόδων με την πόλωση κανονικοποιημένα με τα βάρη του,το γραμμικό συνδυασμό των εισόδων με τα βάρη και προσθέτει την πόλωση,το μέσο όρο των εισόδων πολλαπλασιασμένο με την πόλωση,το άθροισμα των γινομένων των εισόδων με τα βάρη διά της πόλωησης,2,
3,"Στη συνάρτηση ενεργοποίησης ReLU, για είσοδο -1 και 1 θα πάρουμε αντίστοιχα έξοδο:","1, -1","0, 2","-1, 1","0, 1",4,
3,Κατά τη διαδικασία εκπαίδευσης ενός νευρωνικού δικτύου:,διορθώνουμε τα βάρη με τη χρήση του αλγορίθμου οπισθομετάδοσης,προσαρμόζουμε τα βάρη με τη χρήση του αλγορίθμου μετάδοσης,ανανεώνουμε τα βάρη με στοχαστική μοντελοποίηση,διορθώνουμε τα βάρη με τη χρήση του αλγορίθμου ανόπτυσης,1,
3,Όσον αφορά το Πρόβλημα του Τερματισμού:,θα μπορέσουμε να το λύσουμε με τον υπολογιστή όταν λύσουμε το Πρόβλημα του Περιπλανόμενου Πωλητή,είναι υπολογιστικά πιο απαιτητικό από το Πρόβλημα το Περιπλανόμενου Πωλητή,δεν θα λυθεί ποτέ από υπολογιστή,με προόδους στη Βαθιά Εκμάθηση οι ερευνητές εκτιμούν ότι θα λυθεί εντός της δεκαετίας,3,
4,Ένα πληροφοριακό σύστημα θεωρείται ως «μαύρο κουτί» (black box) όταν:,φέρνει αρνητικά αποτελέσματα στην κερδοφορία του οργανισμού που το χρησιμοποιεί,είναι δυσνόητο,δυσχεραίνει τις σχέσεις του οργανισμού που το χρησιμοποιεί με τους πελάτες του,δεν ενδιαφέρουν οι λεπτομέρειες της εσωτερικής του δομής,4,
4,Ποιος από τους παρακάτω χαρακτηρισμούς δεν αποτελεί χαρακτηριστικό ποιότητας για την πληροφορία:,καταλληλότητα μορφής,λιτότητα,ποσότητα,σχετικότητα,3,
4,Ποια πληροφοριακά συστήματα χρησιμοποιούνται για να ικανοποιήσουν τις πληροφοριακές ανάγκες προϊσταμένων σε όλο τον οργανισμό;,πληροφοριακά συστήματα διοίκησης (Management Information Systems),πληροφοριακά συστήματα διαχείρισης πόρων (Information Resource Information Systems),πληροφοριακά συστήματα για στελέχη (Executive Information Systems),χρηματοοικονομικά πληροφοριακά συστήματα (Financial Information Systems),1,
4,Ο παραδοσιακός τρόπος ανάπτυξης πληροφοριακών συστημάτων ονομάζεται:,μοντέλο των πέντε σταδίων,καθορισμός απαιτήσεων,ευέλικτη ανάπτυξη,μοντέλο του καταρράκτη,4,
4,Τα πληροφοριακά συστήματα που υποστηρίζουν τις καθημερινές λειτουργίες ενός οργανισμού ονομάζονται:,πληροφοριακά συστήματα διοίκησης (Management Information Systems),πληροφοριακά συστήματα συναλλαγών (Transaction Processing Systems),συστήματα στήριξης αποφάσεων (Decision Support Systems),συστήματα στήριξης ομαδικών αποφάσεων (Group Decision Support Systems),2,
4,Ποιο από τα παρακάτω θέματα δεν θεωρείται πλέον μείζονος σημασίας για τη διαχείριση πληροφορικής στους οργανισμούς;,θέματα ασφάλειας και κυβερνοασφάλειας (security/cybersecurity),ευθυγράμμιση πληροφορικής και εταιρικής στρατηγικής (alignment of IT with the business),ψηφιακός μετασχηματισμός (digital transformation),στρατηγικός σχεδιασμός (strategic planning),4,
4,Η τεχνητή νοημοσύνη πάντα:,ενέχει προβλήματα μεροληψίας,προσφέρει διαφάνεια στον τρόπο λήψης αποφάσεων,λαμβάνει αποφάσεις χωρίς ανθρώπινη παρέμβαση,καμία από τις άλλες επιλογές,4,
4,Το διαδίκτυο είναι ένα σύστημα:,ιστοτόπων,ιστοσελίδων,διασυνδεδεμένων δικτύων,πακέτων λογισμικού,3,
4,Ποιο από τα παρακάτω είχε σημαντική επίδραση για τη δημιουργία του Internet;,η ανακάλυψη των ραδιοκυμάτων,ο δεύτερος παγκόσμιος πόλεμος,η κατασκευή μικρότερων υπολογιστών,η κατασκευή και εκτόξευση του δορυφόρου Sputnik,4,
4,Πώς θα χαρακτηρίζατε τη δομή/αρχιτεκτονική του Internet,centralized (συγκεντρωτική),decentralized (αποκεντρωμένη),distributed (διανεμημένη),randomized (τυχαία),2,
5,Ποια από τα παρακάτω αποτελεί πρόβλημα χρήσης των αρχείων;,"επανάληψη πληροφορίας",δυσκολία πρόσβασης στην πληροφορία,προβλήματα ακεραιότητας (integrity constraints),"επανάληψη πληροφορίας, δυσκολία πρόσβασης στην πληροφορία και προβλήματα ακεραιότητας (integrity constraints) (όλες οι επιλογές)",4,
5,"Προκειμένου να διατηρήσετε τα δεδομένα πελατών και πωλήσεων μίας επιχείρησης καθώς και των σχέσεων μεταξύ τους, ποια μορφή/πρόγραμμα θα ήταν η καταλληλότερη/ο;","Microsoft Excel","αρχεία κειμένου (.txt, .csv)",αρχεία HTML,Microsoft Access,4,
5,Το μοντέλο οντοτήτων-συσχετίσεων:,"αποτελείται από οντότητες, συσχετίσεις, γνωρίσματα και περιορισμούς επί των δεδομένων","αποτελείται μόνο από οντότητες και συσχετίσεις","αποτελείται από πίνακες με γραμμές και στήλες","αποτελείται από αρχεία κειμένου (.txt, .csv) που βρίσκονται στον ίδιο φάκελο",1,
5,"Ποια από τις παρακάτω είναι μία γλώσσα ερωτημάτων, με τη χρήση της οποίας μπορούμε να εκφράσουμε ερωτήματα σε μία Βάση Δεδομένων";,HTML,Java,SQL,Markdown,3,
5,"Ποιος τύπος συσχέτισης θα περιέγραφε καλύτερα το εξής παράδειγμα: «ένας φοιτητής μπορεί να παρακολουθεί πολλά μαθήματα και ένα μάθημα διαθέτει πολλούς φοιτητές»;",πολλά προς πολλά,ένα προς πολλά ή πολλά προς 1,ένα προς ένα,καμία από τις επιλογές,1,
5,"Ποιος τύπος συσχέτισης θα περιέγραφε καλύτερα το εξής παράδειγμα: «ένας εργαζόμενος εργάζεται σε μία επιχείρηση και μία επιχείρηση διαθέτει πολλούς εργαζομένους»;",πολλά προς πολλά,ένα προς πολλά ή πολλά πρός 1,ένα προς ένα,καμία από τις άλλες επιλογές,2,
5,"Έστω ένας πίνακας Student(AM, Name, Surname, Age) με πληροφορίες των μαθητών ενός σχολείου. Το παρακάτω ερώτημα SQL μεταφράζεται ως:","δείξε τα ονόματα των μαθητών που έχουν ηλικία μεγαλύτερη των 20 ετών","δείξε τις ηλικίες των μαθητών που έχουν ηλικία μεγαλύτερη των 20 ετών","δείξε τα ονόματα των μαθητών εκτός από εκείνους που έχουν ηλικία μεγαλύτερη των 20 ετών","δείξε τις ηλικίες των μαθητών εκτός από εκείνους που έχουν ηλικία μεγαλύτερη των 20 ετών",1,data/images/db_sql.png
5,Ποιο γνώρισμα ενός πίνακα με ονόματα προμηθευτών μίας επιχείρησης είναι καταλληλότερο για να χρησιμοποιηθεί ως πρωτεύον κλειδί;,ο Αριθμός Φορολογικού Μητρώου (ΑΦΜ) του προμηθευτή,το όνομα του προμηθευτή,η διεύθυνση του προμηθευτή,το έτος ίδρυσης του προμηθευτή,1,
5,Ποια πρόταση ΔΕΝ είναι αληθής για το παρακάτω σχήμα;,ένας φοιτητής ανήκει σε ένα τμήμα και κάθε τμήμα μπορεί να έχει από κανέναν έως πολλούς φοιτητές,ο Αριθμός Μητρώου του φοιτητή είναι μοναδικός,το τμήμα περιγράφεται από τον Κωδικό το Όνομα και το Έτος Ίδρυσης,το Όνομα του τμήματος είναι μοναδικό,4,data/images/db_er_1.png
5,"Πως θα εκφραζόταν καλύτερα το παρακάτω μοντέλο οντοτήτων-συσχετίσεων σε σχεσιακό μοντέλο:","με δύο πίνακες: Φοιτητής, Μάθημα","με τρεις πίνακες: Φοιτητής, Ανήκει, Μάθημα","με έναν πίνακα: Ανήκει","καμία από τις άλλες επιλογές",2,data/images/db_er_2.png
6,Τι από τα παρακάτω ΔΕΝ ισχύει σχετικά με την αρχιτεκτονική τριών επίπεδων;,υπάρχει ανεξαρτησία μεταξύ των επιπέδων,απεικονίζει σε υψηλό επίπεδο το πώς διαχωρίζεται ένα σύστημα σε υποσυστήματα,"τα τρία επίπεδα είναι το επίπεδο παρουσίασης, το επίπεδο εφαρμογής και το επίπεδο δεδομένων","το επίπεδο παρουσίασης σχετίζεται με τη διεπαφή, με το χρήστη και την αλγοριθμική λογική μιας εφαρμογής",4,
6,"Στην αρχιτεκτονική πελάτη-εξυπηρετητή (client-server), ο εξυπηρετητής (server) (επιλέξτε αυτό που ΔΕΝ ισχύει)":,έχει τον ίδιο φόρτο με τον πελάτη (client),"εκτελεί, κατά βάση, πιο δύσκολες υπολογιστικές εργασίες από τον πελάτη","δέχεται μέσω δικτύου αιτήματα από τον πελάτη, τα εκτελεί και στέλνει πίσω το αποτέλεσμα","ονομάζεται και web-server, αν αυτό το μοντέλο εφαρμόζεται στο web",1,
6,Ποιο από τα ακόλουθα ΔΕΝ αποτελεί στάδιο κατά τη διαδικασία ανάπτυξης πληροφοριακών συστημάτων:,ανάλυση απαιτήσεων,σχεδίαση συστήματος,αξιολόγηση συστήματος,εγκατάσταση και συντήρηση συστήματος,3,
